branch	language	segments_IPA	segments_source	source	comments	features	glottocode
Lezgic	Archi	ʢ	ʕ	[Кибрик, Кодзасов 1990: 335–336]	встречается только в заимствованиях	fricative	arch1244
Lezgic	Archi	χ	χ	[Кибрик, Кодзасов 1990: 335–336]	NA	fricative	arch1244
Lezgic	Archi	χː	X̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	fricative	arch1244
Lezgic	Archi	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	fricative	arch1244
Lezgic	Archi	χʷ	χ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	fricative	arch1244
Lezgic	Archi	b	b	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	d	d	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	dʷ	d˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiced	arch1244
Lezgic	Archi	ɡ	g	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	ɡʷ	g˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	h	h	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	h	h˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ʜ	ʜ	[Кибрик, Кодзасов 1990: 335–336]	встречается только в заимствованиях	voiceless	arch1244
Lezgic	Archi	j	j	[Кибрик, Кодзасов 1990: 335–336]	геминируется в интервокальной позиции	voiced	arch1244
Lezgic	Archi	kʰ	k	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	k'	k'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	kː	k̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	l	l	[Кибрик, Кодзасов 1990: 335–336]	латералы имеют среднеязычный фокус. [l] в нефарингализованных слогах реализуется палатализованным звуком	voiced	arch1244
Lezgic	Archi	ɬ	ɫ	[Кибрик, Кодзасов 1990: 335–336]	латералы имеют среднеязычный фокус	voiceless	arch1244
Lezgic	Archi	ɬː	ɫ̄	[Кибрик, Кодзасов 1990: 335–336]	латералы имеют среднеязычный фокус. в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	ɬːʷ	ɫ̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ɬʷ	ɫ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ɮ	Ł	[Кибрик, Кодзасов 1990: 335–336]	выступает в качестве аллофона tɬ' [Даниэль, устное сообщение]. Ł представлены в нескольких формах на месте морфонологического ʟ' [Кибрик, Кодзасов 1990]. латералы имеют среднеязычный фокус	voiced	arch1244
Lezgic	Archi	ɮʷ	Ł˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	m	m	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	n	n	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	pʰ	p	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	p'	p'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	pː	p̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	qʰ	q	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции	voiceless	arch1244
Lezgic	Archi	q'	q'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	q'ː	q̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	r	r	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	ʁ	ʀ	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	ʁʷ	ʀ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	s	s	[Кибрик, Кодзасов 1990: 335–336]	спиранты контрастируют по силе в начале слога и в интервокальной позиции	voiceless	arch1244
Lezgic	Archi	sː	s̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	sːʷ	s̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	sʷ	s˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiceless	arch1244
Lezgic	Archi	ʃ	š	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ʃː	s̄̌	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	ʃːʷ	s̄̌˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tʰ	t	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	t'	t'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiceless	arch1244
Lezgic	Archi	tː	t̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	tːʷ	t̄˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiceless	arch1244
Lezgic	Archi	tɬ	ʟ	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус	voiceless	arch1244
Lezgic	Archi	tɬ'	ʟ'	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус	voiceless	arch1244
Lezgic	Archi	tɬ'ʷ	ʟ'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tɬʷ	ʟ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tsʰ	c	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции	voiceless	arch1244
Lezgic	Archi	ts'	c'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ts'ː	c̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	ts'ːʷ	c̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiceless	arch1244
Lezgic	Archi	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiceless	arch1244
Lezgic	Archi	tʃʰ	č	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции	voiceless	arch1244
Lezgic	Archi	tʃ'	č'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tʃ'ː	c̄̌'	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tʃ'ːʷ	c̄̌'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	tʰʷ	t˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiceless	arch1244
Lezgic	Archi	w	w	[Кибрик, Кодзасов 1990: 335–336]	геминируется в интервокальной позиции	voiced	arch1244
Lezgic	Archi	z	z	[Кибрик, Кодзасов 1990: 335–336]	спиранты контрастируют по силе в начале слога и в интервокальной позиции	voiced	arch1244
Lezgic	Archi	zʷ	z˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	voiced	arch1244
Lezgic	Archi	ʒ	ž	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	ʒʷ	ž˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiced	arch1244
Lezgic	Archi	χ	χ	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	χː	X̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	voiceless	arch1244
Lezgic	Archi	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	χʷ	χ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	voiceless	arch1244
Lezgic	Archi	h	h	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	h	h˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	ʜ	ʜ	[Кибрик, Кодзасов 1990: 335–336]	встречается только в заимствованиях	unaspirated	arch1244
Lezgic	Archi	kʰ	k	[Кибрик, Кодзасов 1990: 335–336]	NA	aspirated	arch1244
Lezgic	Archi	k'	k'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	kː	k̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 335–336]	NA	aspirated	arch1244
Lezgic	Archi	ɬ	ɫ	[Кибрик, Кодзасов 1990: 335–336]	латералы имеют среднеязычный фокус	unaspirated	arch1244
Lezgic	Archi	ɬː	ɫ̄	[Кибрик, Кодзасов 1990: 335–336]	латералы имеют среднеязычный фокус. в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	ɬːʷ	ɫ̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	ɬʷ	ɫ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	pʰ	p	[Кибрик, Кодзасов 1990: 335–336]	NA	aspirated	arch1244
Lezgic	Archi	p'	p'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	pː	p̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	qʰ	q	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции	aspirated	arch1244
Lezgic	Archi	q'	q'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	q'ː	q̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 335–336]	NA	aspirated	arch1244
Lezgic	Archi	s	s	[Кибрик, Кодзасов 1990: 335–336]	спиранты контрастируют по силе в начале слога и в интервокальной позиции	unaspirated	arch1244
Lezgic	Archi	sː	s̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	sːʷ	s̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	sʷ	s˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	unaspirated	arch1244
Lezgic	Archi	ʃ	š	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	ʃː	s̄̌	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	ʃːʷ	s̄̌˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tʰ	t	[Кибрик, Кодзасов 1990: 335–336]	NA	aspirated	arch1244
Lezgic	Archi	t'	t'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	unaspirated	arch1244
Lezgic	Archi	tː	t̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	tːʷ	t̄˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	unaspirated	arch1244
Lezgic	Archi	tɬ	ʟ	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус	unaspirated	arch1244
Lezgic	Archi	tɬ'	ʟ'	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус	unaspirated	arch1244
Lezgic	Archi	tɬ'ʷ	ʟ'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tɬʷ	ʟ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tsʰ	c	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции	aspirated	arch1244
Lezgic	Archi	ts'	c'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	ts'ː	c̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	ts'ːʷ	c̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	unaspirated	arch1244
Lezgic	Archi	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	aspirated	arch1244
Lezgic	Archi	tʃʰ	č	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции	aspirated	arch1244
Lezgic	Archi	tʃ'	č'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tʃ'ː	c̄̌'	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tʃ'ːʷ	c̄̌'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 335–336]	NA	aspirated	arch1244
Lezgic	Archi	tʰʷ	t˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	aspirated	arch1244
Lezgic	Archi	χ	χ	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	χː	X̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	unaspirated	arch1244
Lezgic	Archi	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	χʷ	χ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	unaspirated	arch1244
Lezgic	Archi	k'	k'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	p'	p'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	q'	q'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	q'ː	q̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	ejective	arch1244
Lezgic	Archi	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	t'	t'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	ejective	arch1244
Lezgic	Archi	tɬ'	ʟ'	[Кибрик, Кодзасов 1990: 335–336]	Восходит к исторически сильным, геминируется в интервокальной позиции. латералы имеют среднеязычный фокус	ejective	arch1244
Lezgic	Archi	tɬ'ʷ	ʟ'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	ts'	c'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	ts'ː	c̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	ejective	arch1244
Lezgic	Archi	ts'ːʷ	c̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	ejective	arch1244
Lezgic	Archi	tʃ'	č'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	tʃ'ː	c̄̌'	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	tʃ'ːʷ	c̄̌'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	ejective	arch1244
Lezgic	Archi	kː	k̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	ɬː	ɫ̄	[Кибрик, Кодзасов 1990: 335–336]	латералы имеют среднеязычный фокус. в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	ɬːʷ	ɫ̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	pː	p̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	q'ː	q̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	sː	s̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	sːʷ	s̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	ʃː	s̄̌	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	ʃːʷ	s̄̌˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	tː	t̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	tːʷ	t̄˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	geminate	arch1244
Lezgic	Archi	ts'ː	c̄'	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	ts'ːʷ	c̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	tʃ'ː	c̄̌'	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	tʃ'ːʷ	c̄̌'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	χː	X̄	[Кибрик, Кодзасов 1990: 335–336]	в конце слога все сильные ослабляются	geminate	arch1244
Lezgic	Archi	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	geminate	arch1244
Lezgic	Archi	dʷ	d˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	ɡʷ	g˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	kːʷ	k̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ɬːʷ	ɫ̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ɬʷ	ɫ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ɮʷ	Ł˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	q'ːʷ	q̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ʁʷ	ʀ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	sːʷ	s̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	sʷ	s˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	ʃːʷ	s̄̌˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	tːʷ	t̄˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	tɬ'ʷ	ʟ'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	tɬʷ	ʟ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ts'ːʷ	c̄'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	tʃ'ːʷ	c̄̌'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	tʰʷ	t˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	zʷ	z˳	[Кибрик, Кодзасов 1990: 335–336]	переднеязычные лабиализованные редки и встречаются лишь в начале слова	labialized	arch1244
Lezgic	Archi	ʒʷ	ž˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	χːʷ	X̄˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Lezgic	Archi	χʷ	χ˳	[Кибрик, Кодзасов 1990: 335–336]	NA	labialized	arch1244
Avar-Andic	Avar	a	a	[Кибрик, Кодзасов 1990: 320-321]	в позиции между эмфатическими ларингалами гласные назализуются	center	avar1256
Avar-Andic	Avar	e	e	[Кибрик, Кодзасов 1990: 320-321]	NA	front	avar1256
Avar-Andic	Avar	i	i	[Кибрик, Кодзасов 1990: 320-321]	долгих гласных не встретилось	front	avar1256
Avar-Andic	Avar	o	o	[Кибрик, Кодзасов 1990: 320-321]	назализация также наблюдается в позиции между эмфатическими и простыми ларингалами	back	avar1256
Avar-Andic	Avar	u	u	[Кибрик, Кодзасов 1990: 320-321]	NA	back	avar1256
Avar-Andic	Avar	a	a	[Кибрик, Кодзасов 1990: 320-321]	в позиции между эмфатическими ларингалами гласные назализуются	open	avar1256
Avar-Andic	Avar	e	e	[Кибрик, Кодзасов 1990: 320-321]	NA	mid	avar1256
Avar-Andic	Avar	i	i	[Кибрик, Кодзасов 1990: 320-321]	долгих гласных не встретилось	close	avar1256
Avar-Andic	Avar	o	o	[Кибрик, Кодзасов 1990: 320-321]	назализация также наблюдается в позиции между эмфатическими и простыми ларингалами	mid	avar1256
Avar-Andic	Avar	u	u	[Кибрик, Кодзасов 1990: 320-321]	NA	close	avar1256
Avar-Andic	Avar	a	a	[Кибрик, Кодзасов 1990: 320-321]	в позиции между эмфатическими ларингалами гласные назализуются	unrounded	avar1256
Avar-Andic	Avar	e	e	[Кибрик, Кодзасов 1990: 320-321]	NA	unrounded	avar1256
